Name,Team,Pos,mlbam,Age,Draft,Highest Level,B/T,Hgt/Wgt,Rank,Avg,Athletic,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Roundup,Fantasy Six Pack,Fantrax HQ,Imaginary Brick Wall,Just Baseball,MLB Pipeline,NBC Sports,Pitcher List,Prospect 361,Prospects Live,Razzball,Roto- Baller,Roto- Prospects,Rotowire,TJStats,Upside Prospect
"Obermueller, Cade",PHI,P,805261,22.7,2025 #63,,L/L,"6'0"" 170",623,338.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,512,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Walton, Aaron",CLE,OF,830239,21.9,2025 #66,A,R/R,"6'3"" 219",624,338.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,353,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Marte, Yunior",SF,P,805074,22.6,2022 FA,A,R/R,"6'5"" 210",625,338.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,317,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rivera, Eduardo",BOS,P,700842,22.8,2021 #338,AA,L/L,"6'7"" 237",626,338.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,506,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Perdomo, Jose",ATL,SS,815899,19.5,2024 FA,R,R/R,"5'11"" 180",627,338.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sasaki, Roki",LAD,P,808963,24.4,2025 FA,MLB,R/R,"6'2"" 187",628,338.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,57,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Navarro, Reinold",PIT,P,821116,19.4,2024 FA,A,L/L,"6'0"" 178",629,339.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Conticello, Gavin",ARI,3B,695521,22.8,2021 #228,AA,L/R,"6'3"" 195",630,339.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,580,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lalane, Henry",NYY,P,700649,21.9,2021 FA,A,L/L,"6'7"" 211",631,339.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Garcia, Johanfran",BOS,C,703190,21.3,2022 FA,A+,R/R,"5'11"" 196",632,339.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,419,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Frontado, Diego",MIL,SS,836601,17.5,2026 FA,,R/R,"6'0"" 180",633,339.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,491,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cross, Gavin",KC,OF,688457,25.1,2022 #9,AA,L/L,"6'2"" 210",634,340.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Urena, Walbert",LAA,P,700712,22.2,2021 FA,AAA,R/R,"6'0"" 210",635,340.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Maldonado, Cam",SF,OF,809686,22.4,2025 #206,A,R/R,"6'3"" 200",636,340.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Moore, Malcolm",TEX,C,702270,22.7,2024 #30,A+,L/R,"6'0"" 216",637,340.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Birdsell, Brandon",CHC,P,669361,26.0,2022 #143,AAA,R/R,"6'2"" 240",638,340.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lomavita, Caleb",WAS,C,701616,23.4,2024 #39,AA,R/R,"5'10"" 200",639,341.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,450,418,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Jebb, Mitch",PIT,SS,694991,23.9,2023 #42,AA,L/R,"6'0"" 185",640,341.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,410,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Miller, Jake",DET,P,805725,24.7,2022 #237,AA,L/L,"6'2"" 185",641,341.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pereira, Everson",CHW,OF,677592,25.0,2017 FA,MLB,R/R,"5'11"" 203",642,341.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,369,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Frontado, Diego",MIL,SS,836601,17.5,2026 FA,,R/R,"6'0"" 180",642,341.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sundstrom, Jared",SEA,OF,814791,24.8,2023 #307,AA,R/R,"6'2"" 230",642,341.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Wimmer, Braylen",COL,SS,687918,25.2,2023 #232,A,R/R,"6'3"" 200",645,342.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,329,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Nezuh, Jackson",HOU,P,694545,24.1,2023 #434,AA,R/R,"6'1"" 190",645,342.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,510,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Barnett, Mason",ATH,P,686930,25.4,2022 #87,MLB,R/R,"6'0"" 218",647,342.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ramos, Bryan",BAL,3B,682868,24.0,2018 FA,MLB,R/R,"6'2"" 225",648,342.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,412,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Suarez, Jaider",KC,SS,836598,17.3,2026 FA,,R/R,"6'1"" 180",649,342.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,492,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Merejo, Luis",CLE,3B,808153,19.7,2023 FA,A,R/R,"6'2"" 185",649,342.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,445,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mautz, Brycen",STL,P,802408,24.7,2022 #59,AA,L/L,"6'3"" 190",651,342.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"McGraw, Teddy",SEA,P,803141,24.4,2023 #92,A+,R/R,"6'3"" 210",652,343.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,531,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Diaz, Lisbel",SF,OF,815464,20.7,2023 FA,A,R/R,"6'2"" 221",653,343.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,314,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hedges, Ethan",COL,3B,805260,21.9,2025 #77,A+,R/R,"6'1"" 185",654,343.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,562,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Albertus, Alexander",CHW,SS,800316,21.4,2022 FA,R,R/R,"6'1"" 176",655,343.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,398,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Arias, Rayner",SF,OF,806976,19.9,2023 FA,A,R/R,"6'2"" 185",655,343.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Tomas, Juan",CHC,SS,829823,18.3,2025 FA,R,S/R,"6'2"" 177",657,343.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ward, Ryan",LAD,OF,669899,28.1,2019 #251,AAA,L/R,"5'10"" 200",658,344.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Jorge, Carlos",CIN,SS,699115,22.5,2021 FA,A+,L/R,"5'9"" 160",658,344.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Vukovich, A.J.",ARI,OF,691021,24.7,2020 #119,AAA,R/R,"6'3"" 210",660,344.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,540,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Honeycutt, Vance",BAL,OF,701689,22.9,2024 #22,A+,R/R,"6'3"" 205",661,344.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,416,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bliss, Ryan",SEA,2B,669208,26.3,2021 #42,MLB,R/R,"5'7"" 165",662,344.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,366,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dickerson, Korbyn",SEA,OF,702668,22.4,2025 #152,A,R/R,"6'1"" 205",662,344.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,354,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"McCabe, David",ATL,3B,678173,26.0,2022 #125,AAA,S/R,"6'3"" 230",662,344.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Castellanos, Santiago",MIN,P,829764,17.7,2025 FA,R,R/R,"5'10"" 150",665,344.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Echavarria, Steven",ATH,P,806064,20.6,2023 #72,A+,R/R,"6'1"" 195",666,344.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Manon, Jose",ATL,SS,825495,17.3,2026 FA,,R/R,"6'2"" 165",667,344.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,434,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Heubeck, Peter",LAD,P,695646,23.7,2021 #101,AA,R/R,"6'3"" 170",668,344.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Jang, Hyun-Suk",LAD,P,815794,22.0,2023 FA,A,R/R,"6'4"" 200",668,344.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Izzi, Ashton",ARI,P,802416,22.4,2022 #126,A+,R/R,"6'3"" 165",670,344.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Harvey, Ty",SD,C,829210,19.7,2025 #160,A,R/R,"6'2"" 215",671,345.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,529,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Diaw, Khadim",MIN,C,813715,22.6,2024 #96,A+,R/R,"6'1"" 215",672,345.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,499,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cairone, Frank",MIL,P,827980,18.5,2025 #68,,R/L,"6'2"" 195",673,345.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,485,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hidalgo, Kelvin",COL,SS,800193,21.1,2022 FA,A,R/R,"6'1"" 166",673,345.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Payne, Nate",MIA,P,827626,20.6,2024 #544,A,L/L,"6'3"" 200",675,345.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hechavarria, Silvano",TOR,P,827664,23.0,2024 FA,A+,R/R,"6'4"" 227",676,345.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,509,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Bradgley",SD,P,699134,22.4,2021 FA,MLB,R/R,"6'1"" 160",676,345.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,452,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Swan, Eriq",WAS,P,811291,24.4,2023 #137,A+,R/R,"6'6"" 240",678,345.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Travieso, Jesus",PIT,P,821174,19.0,2024 FA,A,R/R,"5'11"" 140",678,345.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Carlos",MIL,P,692230,24.3,2021 #177,MLB,R/R,"5'11"" 205",680,346.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,597,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Carey, Owen",ATL,OF,826928,19.7,2024 #461,A,L/L,"6'0"" 185",681,346.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,430,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Campbell, Dylan",PHI,OF,694749,23.7,2023 #136,AA,R/R,"5'10"" 205",682,346.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cox, Jackson",COL,P,702484,22.5,2022 #50,A,R/R,"6'2"" 200",683,347.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,562,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ayers, Owen",CHC,C,689196,24.8,2024 #572,A,S/R,"6'2"" 185",684,347.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gomez, Pedro",BAL,OF,836612,17.4,2026 FA,,R/R,"6'1"" 202",685,347.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,461,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Labrada, Victor",SEA,OF,700032,26.2,2021 FA,AAA,L/L,"5'8"" 195",686,347.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,441,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Davis, Brennen",SEA,OF,680695,26.4,2018 #62,AAA,R/R,"6'1"" 210",686,347.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Guzman, Randy",NYM,OF,807383,20.9,2022 FA,A,R/R,"6'4"" 215",688,348.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Elliott, Clark",ATH,OF,686499,25.5,2022 #69,AA,L/R,"5'10"" 182",689,348.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,530,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lara, Jhancarlos",ATL,P,702910,23.2,2021 FA,AAA,R/R,"6'3"" 190",690,348.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,460,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Drohan, Shane",MIL,P,675660,27.2,2020 #148,AAA,L/L,"6'3"" 195",690,348.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Kent, Kaeden",NYY,SS,809763,22.6,2025 #103,A+,L/R,"6'2"" 200",690,348.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gourson, Duce",PIT,2B,701546,23.5,2024 #264,AA,L/R,"6'0"" 200",693,348.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,563,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Franco, Jose",CIN,P,683742,25.3,2018 FA,AAA,R/R,"6'2"" 257",694,348.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Antunez, Brailyn",MIL,OF,829073,18.3,2025 FA,R,R/R,"6'0"" 187",695,348.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodden, Brock",SEA,2B,801126,25.8,2023 #160,AA,S/R,"5'7"" 170",696,348.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Shaw, Sam",TOR,OF,802511,21.1,2023 #274,A+,L/R,"5'10"" 180",697,348.64,168,Paywall,Paywall,150,150,Paywall,167,165,150,150,Paywall,332,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"McDermott, Chayce",BAL,P,694646,27.6,2021 #132,MLB,L/R,"6'3"" 197",698,348.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lin, Sheng-En",CIN,P,806823,20.6,2023 FA,A,L/R,"5'11"" 185",699,349.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mayea, Brando",NYY,OF,806963,20.5,2023 FA,R,R/R,"5'11"" 175",700,349.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Causey, A.J.",ATH,P,822067,23.3,2024 #138,AA,R/R,"6'3"" 210",701,349.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,216,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Nunez, Anthony",BAL,P,689296,24.7,2019 #863,AAA,S/R,"6'2"" 225",701,349.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Millar, Cameron",KC,P,832698,18.9,2025 #97,,R/R,"6'2"" 200",703,349.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,438,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Honeyman, Travis",STL,OF,802469,24.5,2023 #90,A+,R/R,"6'2"" 190",703,349.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,219,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Walters, Andrew",CLE,P,689958,25.3,2023 #62,AAA,R/R,"6'4"" 222",705,349.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Moneys, Ricki",MIL,SS,835022,17.5,2026 FA,,R/R,"6'0"" 180",706,350.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,501,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Castillo, Haritzon",MIN,SS,829061,18.0,2025 FA,R,S/R,"5'10"" 175",707,350.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,489,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mercedes, Yasser",MIN,OF,703160,21.4,2022 FA,A,R/R,"6'1"" 175",708,350.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Benitez, Keyner",MIA,P,808547,19.8,2023 FA,A,L/L,"6'1"" 165",708,350.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"De Los Santos, Angel",DET,SS,829751,18.1,2025 FA,R,R/R,"6'1"" 161",710,350.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,496,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Polanco, Cristopher",TOR,SS,829057,18.2,2025 FA,R,L/R,"5'10"" 174",711,350.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,528,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Silverio, Garielvin",BOS,OF,836613,17.4,2026 FA,,L/R,"6'1"" 191",712,351.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,551,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Casey, Jake",TOR,OF,814457,22.9,2025 #442,A,L/R,"6'2"" 190",713,351.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Zavala, Samuel",CHW,OF,694214,21.7,2021 FA,A+,L/L,"6'1"" 175",714,351.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,265,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"De La Cruz, Starlyn",ATL,OF,837707,17.4,2026 FA,,L/L,170,715,351.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,555,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pitre, Emilien",TB,2B,692150,23.5,2024 #58,A+,L/R,"5'11"" 185",716,351.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sanchez, Brian",PIT,OF,809331,21.7,2023 FA,A,L/R,"6'3"" 170",717,351.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,555,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Henriquez, Edgardo",LAD,P,683618,23.8,2018 FA,MLB,R/R,"6'4"" 200",717,351.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,273,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Huezo, Anthony",HOU,OF,805953,20.4,2023 #374,AAA,L/R,"6'2"" 185",719,351.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Etzel, Matthew",MIA,OF,803033,23.9,2023 #301,AAA,L/R,"6'2"" 211",719,351.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,282,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Parada, Kevin",NYM,C,691006,24.6,2022 #11,AAA,R/R,"5'11"" 197",721,352.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,291,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hightower, Cobb",BAL,SS,826932,21.0,2024 #88,A,R/R,"5'11"" 180",722,352.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Curtis, Khristian",PIT,P,694753,23.9,2023 #347,AA,R/R,"6'5"" 210",722,352.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Curley, Brian",ARI,P,826536,22.8,2025 #92,,R/R,"5'10"" 212",722,352.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Anderson, Drew",DET,P,623454,32.0,2012 #668,MLB,R/R,"6'3"" 205",725,352.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,258,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Santa, Alimber",HOU,P,695001,22.9,2020 FA,AAA,R/R,"5'10"" 228",726,352.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,305,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sanchez, Adolfo",CIN,OF,807645,19.5,2024 FA,R,L/L,"6'1"" 185",726,352.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Brito, Dawvris",BOS,SS,836605,17.5,2026 FA,,R/R,"6'0"" 180",728,352.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,550,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
